Town,FIPS,Year,Age Range,Allegation Type,Report Status,Measure Type,Variable,Value
Wilton,0900186370,2013,9 to 17,Emotional Abuse/Maltreatment,Unsubstantiated,Number,Child Abuse and Neglect,2
Wilton,0900186370,2011,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,30
Wilton,0900186370,2013,0 to 8,All,Referred to Family Assessment Response,Number,Child Abuse and Neglect,13
Wilton,0900186370,2013,0 to 8,All,Substantiated unduplicated,Number,Child Abuse and Neglect,-9999
Wilton,0900186370,2011,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,9.24
Wilton,0900186370,2013,9 to 17,All,Referred to Family Assessment Response,Number,Child Abuse and Neglect,13
Wilton,0900186370,2010,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,10
Wilton,0900186370,2010,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,4.62
Wilton,0900186370,2009,0 to 9,Physical Abuse,Total reports,Number,Child Abuse and Neglect,11
Wilton,0900186370,2009,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,21
Wilton,0900186370,2010,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,20
Wilton,0900186370,2011,0 to 9,All,Substantiated unduplicated,Number,Child Abuse and Neglect,11
Wilton,0900186370,2008,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,11
Wilton,0900186370,2013,9 to 17,Sexual Abuse/Exploitation,Pending,Number,Child Abuse and Neglect,0
Wilton,0900186370,2013,0 to 8,Emotional Abuse/Maltreatment,Substantiated,Number,Child Abuse and Neglect,-9999
Wilton,0900186370,2009,0 to 9,Physical Abuse,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,4.62
Wilton,0900186370,2013,0 to 8,Sexual Abuse/Exploitation,Substantiated,Number,Child Abuse and Neglect,-9999
Wilton,0900186370,2013,9 to 17,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Wilton,0900186370,2013,9 to 17,Sexual Abuse/Exploitation,Substantiated,Number,Child Abuse and Neglect,-9999
Wilton,0900186370,2011,0 to 9,Emotional Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,7.14
Wilton,0900186370,2010,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,11
Wilton,0900186370,2013,9 to 17,Physical Abuse,Substantiated,Number,Child Abuse and Neglect,-9999
Wilton,0900186370,2009,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,7.98
Wilton,0900186370,2013,0 to 8,Physical Abuse,Substantiated,Number,Child Abuse and Neglect,-9999
Wilton,0900186370,2009,0 to 9,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,11
Wilton,0900186370,2008,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,11
Wilton,0900186370,2010,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,8.4
Winchester,0900586440,2011,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,97
Winchester,0900586440,2009,0 to 9,Physical Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,42.61
Winchester,0900586440,2011,0 to 9,Emotional Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,60.61
Winchester,0900586440,2009,0 to 9,All,Substantiated,Rate per 1000,Child Abuse and Neglect,65.34
Winchester,0900586440,2009,0 to 9,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,45
Winchester,0900586440,2011,0 to 9,All,Substantiated unduplicated,Number,Child Abuse and Neglect,68
Winchester,0900586440,2009,0 to 9,Emotional Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,10.42
Winchester,0900586440,2010,0 to 9,Physical Abuse,Total reports,Rate per 1000,Child Abuse and Neglect,25.57
Winchester,0900586440,2011,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,185
Winchester,0900586440,2009,0 to 9,Physical Abuse,Total reports,Rate per 1000,Child Abuse and Neglect,21.78
Winchester,0900586440,2011,0 to 9,Physical Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,49.24
Winchester,0900586440,2010,0 to 9,Emotional Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,19.89
Winchester,0900586440,2011,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,103
Winchester,0900586440,2010,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,41
Winchester,0900586440,2008,0 to 9,Sexual Abuse/Exploitation,Total reports,Rate per 1000,Child Abuse and Neglect,10.42
Winchester,0900586440,2010,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,70
Winchester,0900586440,2011,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,112.69
Winchester,0900586440,2008,0 to 9,All,Substantiated,Rate per 1000,Child Abuse and Neglect,59.66
Winchester,0900586440,2009,0 to 9,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,23
Winchester,0900586440,2008,0 to 9,Physical Abuse,Total reports,Number,Child Abuse and Neglect,29
Winchester,0900586440,2011,0 to 9,Physical Abuse,Total reports,Rate per 1000,Child Abuse and Neglect,33.14
Winchester,0900586440,2011,0 to 9,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,32
Winchester,0900586440,2011,0 to 9,Sexual Abuse/Exploitation,Total reports,Rate per 1000,Child Abuse and Neglect,13.26
Winchester,0900586440,2010,0 to 9,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,26
Winchester,0900586440,2011,0 to 9,Physical Neglect,Pending,Rate per 1000,Child Abuse and Neglect,13.26
Winchester,0900586440,2010,0 to 9,Physical Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,46.4
Winchester,0900586440,2009,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,175.19
Winchester,0900586440,2009,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,11
Winchester,0900586440,2011,0 to 9,Sexual Abuse/Exploitation,Total reports,Number,Child Abuse and Neglect,14
Winchester,0900586440,2008,0 to 9,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,31
Winchester,0900586440,2011,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,119
Winchester,0900586440,2008,0 to 9,Emotional Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,19.89
Winchester,0900586440,2009,0 to 9,Physical Abuse,Total reports,Number,Child Abuse and Neglect,23
Winchester,0900586440,2008,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,138.26
Winchester,0900586440,2010,0 to 9,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,49
Winchester,0900586440,2010,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,113.64
Winchester,0900586440,2008,0 to 9,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,27
Winchester,0900586440,2008,0 to 9,Emotional Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,57.77
Winchester,0900586440,2010,0 to 9,Emotional Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,38.83
Winchester,0900586440,2009,0 to 9,Emotional Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,29.36
Winchester,0900586440,2008,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,108.9
Winchester,0900586440,2010,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,21
Winchester,0900586440,2008,0 to 9,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,21
Winchester,0900586440,2009,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,185
Winchester,0900586440,2011,0 to 9,All,Substantiated unduplicated,Rate per 1000,Child Abuse and Neglect,64.39
Winchester,0900586440,2010,0 to 9,Physical Abuse,Total reports,Number,Child Abuse and Neglect,27
Winchester,0900586440,2010,0 to 9,Physical Abuse,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,24.62
Winchester,0900586440,2008,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,115
Winchester,0900586440,2011,0 to 9,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,52
Winchester,0900586440,2010,0 to 9,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,14
Winchester,0900586440,2011,0 to 9,Emotional Abuse/Maltreatment,Total reports,Rate per 1000,Child Abuse and Neglect,9.47
Winchester,0900586440,2008,0 to 9,Physical Abuse,Total reports,Rate per 1000,Child Abuse and Neglect,27.46
Winchester,0900586440,2010,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,120
Winchester,0900586440,2011,0 to 9,Emotional Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,30.3
Winchester,0900586440,2012,0 to 9,All,Substantiated unduplicated,Number,Child Abuse and Neglect,44
Winchester,0900586440,2008,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,40
Winchester,0900586440,2010,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,176
Winchester,0900586440,2009,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,31
Winchester,0900586440,2011,0 to 9,Physical Abuse,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,30.3
Winchester,0900586440,2008,0 to 9,Physical Abuse,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,25.57
Winchester,0900586440,2011,0 to 9,Emotional Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,97.54
Winchester,0900586440,2011,0 to 9,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,32
Winchester,0900586440,2008,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,63
Winchester,0900586440,2009,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,69
Winchester,0900586440,2010,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,166.67
Winchester,0900586440,2010,0 to 9,Emotional Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,13.26
Winchester,0900586440,2010,0 to 9,All,Substantiated,Rate per 1000,Child Abuse and Neglect,66.29
Winchester,0900586440,2011,0 to 9,Emotional Abuse/Maltreatment,Total reports,Number,Child Abuse and Neglect,10
Winchester,0900586440,2009,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,140
Winchester,0900586440,2009,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,132.58
Winchester,0900586440,2009,0 to 9,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,20
Winchester,0900586440,2011,0 to 9,All,Substantiated,Rate per 1000,Child Abuse and Neglect,91.86
Winchester,0900586440,2008,0 to 9,Physical Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,29.36
Winchester,0900586440,2011,0 to 9,Physical Neglect,Pending,Number,Child Abuse and Neglect,14
Winchester,0900586440,2009,0 to 9,Emotional Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,18.94
Winchester,0900586440,2008,0 to 9,Sexual Abuse/Exploitation,Total reports,Number,Child Abuse and Neglect,11
Winchester,0900586440,2012,0 to 9,All,Substantiated unduplicated,Rate per 1000,Child Abuse and Neglect,41.67
Winchester,0900586440,2011,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,175.19
Winchester,0900586440,2011,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,64
Winchester,0900586440,2008,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,146
Winchester,0900586440,2008,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,61
Winchester,0900586440,2008,0 to 9,Emotional Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,37.88
Winchester,0900586440,2009,0 to 9,Physical Abuse,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,21.78
Winchester,0900586440,2011,0 to 9,Physical Abuse,Total reports,Number,Child Abuse and Neglect,35
Windham,0901586790,2013,9 to 17,Sexual Abuse/Exploitation,Pending,Number,Child Abuse and Neglect,0
Windham,0901586790,2008,0 to 9,Medical Neglect,Total reports,Number,Child Abuse and Neglect,21
Windham,0901586790,2009,0 to 9,Sexual Abuse/Exploitation,Unsubstantiated,Number,Child Abuse and Neglect,15
Windham,0901586790,2013,0 to 8,Physical Abuse,Pending,Number,Child Abuse and Neglect,0
Windham,0901586790,2008,0 to 9,Physical Abuse,Total reports,Number,Child Abuse and Neglect,104
Windham,0901586790,2009,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,147.06
Windham,0901586790,2013,0 to 8,Physical Neglect,Pending,Number,Child Abuse and Neglect,1
Windham,0901586790,2009,0 to 9,Emotional Abuse/Maltreatment,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,6.81
Windham,0901586790,2013,0 to 8,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,2
Windham,0901586790,2013,9 to 17,Physical Neglect,Pending,Number,Child Abuse and Neglect,1
Windham,0901586790,2009,0 to 9,Medical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,4.66
Windham,0901586790,2010,0 to 9,Educational,Substantiated,Rate per 1000,Child Abuse and Neglect,3.95
Windham,0901586790,2008,0 to 9,Emotional Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,18.29
Windham,0901586790,2013,0 to 8,Moral Neglect,Pending,Number,Child Abuse and Neglect,0
Windham,0901586790,2009,0 to 9,Emotional Abuse/Maltreatment,Total reports,Rate per 1000,Child Abuse and Neglect,7.53
Windham,0901586790,2013,0 to 8,Emotional Neglect,Pending,Number,Child Abuse and Neglect,0
Windham,0901586790,2009,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,178
Windham,0901586790,2011,0 to 9,Emotional Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,59.18
Windham,0901586790,2011,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,384
Windham,0901586790,2009,0 to 9,Physical Abuse,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,25.82
Windham,0901586790,2013,9 to 17,Moral Neglect,Unsubstantiated,Number,Child Abuse and Neglect,0
Windham,0901586790,2011,0 to 9,Physical Neglect,Pending,Rate per 1000,Child Abuse and Neglect,13.99
Windham,0901586790,2010,0 to 9,Physical Abuse,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,20.8
Windham,0901586790,2011,0 to 9,Educational,Unsubstantiated,Number,Child Abuse and Neglect,15
Windham,0901586790,2008,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,100
Windham,0901586790,2011,0 to 9,Educational,Total reports,Number,Child Abuse and Neglect,16
Windham,0901586790,2011,0 to 9,Physical Neglect,Pending,Number,Child Abuse and Neglect,39
Windham,0901586790,2010,0 to 9,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,57
Windham,0901586790,2011,0 to 9,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,79
Windham,0901586790,2010,0 to 9,Educational,Total reports,Rate per 1000,Child Abuse and Neglect,7.89
Windham,0901586790,2008,0 to 9,Moral Neglect,Total reports,Number,Child Abuse and Neglect,22
Windham,0901586790,2010,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,115
Windham,0901586790,2008,0 to 9,Moral Neglect,Unsubstantiated,Number,Child Abuse and Neglect,19
Windham,0901586790,2009,0 to 9,Educational,Total reports,Rate per 1000,Child Abuse and Neglect,8.61
Windham,0901586790,2011,0 to 9,All,Substantiated unduplicated,Number,Child Abuse and Neglect,103
Windham,0901586790,2009,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,76
Windham,0901586790,2013,9 to 17,Physical Abuse,Pending,Number,Child Abuse and Neglect,0
Windham,0901586790,2008,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,280
Windham,0901586790,2008,0 to 9,Emotional Abuse/Maltreatment,Total reports,Number,Child Abuse and Neglect,32
Windham,0901586790,2009,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,111.91
Windham,0901586790,2008,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,100.43
Windham,0901586790,2010,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,104.02
Windham,0901586790,2011,0 to 9,Physical Abuse,Total reports,Rate per 1000,Child Abuse and Neglect,29.77
Windham,0901586790,2008,0 to 9,Moral Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,7.89
Windham,0901586790,2011,0 to 9,Emotional Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,35.87
Windham,0901586790,2011,0 to 9,Moral Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,3.59
Windham,0901586790,2009,0 to 9,Emotional Abuse/Maltreatment,Unsubstantiated,Number,Child Abuse and Neglect,19
Windham,0901586790,2009,0 to 9,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,38
Windham,0901586790,2008,0 to 9,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,51
Windham,0901586790,2009,0 to 9,Medical Neglect,Total reports,Number,Child Abuse and Neglect,13
Windham,0901586790,2009,0 to 9,Sexual Abuse/Exploitation,Substantiated,Number,Child Abuse and Neglect,12
Windham,0901586790,2011,0 to 9,Educational,Total reports,Rate per 1000,Child Abuse and Neglect,5.74
Windham,0901586790,2010,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,158.18
Windham,0901586790,2008,0 to 9,Medical Neglect,Substantiated,Number,Child Abuse and Neglect,10
Windham,0901586790,2009,0 to 9,Medical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,4.3
Windham,0901586790,2010,0 to 9,Physical Abuse,Total reports,Rate per 1000,Child Abuse and Neglect,23.67
Windham,0901586790,2013,9 to 17,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Windham,0901586790,2010,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,290
Windham,0901586790,2013,9 to 17,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Windham,0901586790,2013,0 to 8,Sexual Abuse/Exploitation,Pending,Number,Child Abuse and Neglect,0
Windham,0901586790,2010,0 to 9,Physical Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,42.32
Windham,0901586790,2011,0 to 9,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,70
Windham,0901586790,2008,0 to 9,Medical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,7.53
Windham,0901586790,2013,9 to 17,Moral Neglect,Pending,Number,Child Abuse and Neglect,0
Windham,0901586790,2009,0 to 9,Moral Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,3.59
Windham,0901586790,2013,9 to 17,Sexual Abuse/Exploitation,Substantiated,Number,Child Abuse and Neglect,-9999
Windham,0901586790,2009,0 to 9,Educational,Substantiated,Number,Child Abuse and Neglect,17
Windham,0901586790,2011,0 to 9,Emotional Abuse/Maltreatment,Total reports,Number,Child Abuse and Neglect,10
Windham,0901586790,2013,0 to 8,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
Windham,0901586790,2010,0 to 9,Medical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,3.59
Windham,0901586790,2011,0 to 9,Moral Neglect,Total reports,Number,Child Abuse and Neglect,10
Windham,0901586790,2008,0 to 9,Emotional Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,54.16
Windham,0901586790,2010,0 to 9,Sexual Abuse/Exploitation,Unsubstantiated,Number,Child Abuse and Neglect,22
Windham,0901586790,2013,9 to 17,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,5
